uuid,name,rating,businessHour,address,latitude,longitude,pricing,max_price,min_price
002c02f91b221ab459eb067b444b7f26e17,Grandeur Lights Of Deepavali,0,"{'openTime': '19:00', 'closeTime': '23:55'}","Serangoon Rd & Race Course Rd, 217959",1.305302,103.850928,,,
0024dd6dd4d1d8745869e20a1e4a1ee23c2,Resorts World Sentosa,4.6,"{'openTime': '00:00', 'closeTime': '23:59'}","Sentosa Gateway, Sentosa Island, 098269",1.256148,103.821552,,,
00290b34a454faa4f609a75f95403c37253,Universal Studios SingaporeÂ®,4.6,[],98269,1.2540421,103.8238084,73,73,73
002e7d10b38e76f49fb94745cee60f517ff,Universal Studios Singapore (Resorts World Sentosa),4.6,"{'openTime': '14:00', 'closeTime': '21:00'}","Sentosa Gateway, 098269",1.254042,103.823808,Adult S$81  | Child S$61  | Senior S$43,81,43
002a1b4647ec3454c0181fcf150e6a04b52,Jewel Changi Airport Canopy Park,4.6,[],819666,1.3600727,103.9897102,,,
0026bdf34bc689449c4ae0ed06ac3078dcb,Snow City Singapore,3.6,"{'openTime': '10:00', 'closeTime': '18:00'}","Snow City Building, 21 Jurong Town Hall Road, 609433",1.3351884,103.7351693,$17.00 - $29.00,29,17
002668f1fdad7d5404aa8551e6f44b84500,AIRZONE,4.4,"{'openTime': '12:00', 'closeTime': '20:30'}","#02-K4, City Square Mall, Kitchener Road, 208539",1.3113954,103.8568953,20,20,20
002194fb85ed6c341b0bdcd1fe39732a311,Changi Lounge,4.7,"{'openTime': '10:00', 'closeTime': '22:00'}","#01-304, Jewel Changi Airport, Airport Boulevard, 819666",1.360208,103.989759,,,
002c198ab891bff43f2b7806fec084a5358,"Floral Fantasy, Gardens by the Bay",4.7,"{'openTime': '10:00', 'closeTime': '20:00'}","Bayfront Plaza, Marina Gardens Drive, 018953",1.281271,103.861088,Adult $20; Child (3-12 years old) $12,20,12
00237dc570dec0b4351b2b69d3871000dea,Changi Experience Studio,4.3,"{'openTime': '11:00', 'closeTime': '20:00'}","#04-300, Jewel Changi Airport, Airport Boulevard, 819666",1.360208,103.989759,,,
002afc320a970e1416bac1f54af95e586b1,Universal Studios Singapore,4.6,"{'openTime': '10:00', 'closeTime': '19:00'}","8 Sentosa Gateway, 098269",1.254042,103.823808,,,
002ce0a3b07e6f546008bf576e3753a97ab,Resorts World Sentosa,4.6,"{'openTime': '10:00', 'closeTime': '19:00'}","Sentosa Gateway, Sentosa Island, 098269",1.255179,103.8218107,,,
0023127535810d949e78e6a070c3fb1365f,Ann Siang Hill Park,4.5,[],"78 Club Street,, 069447",1.28218,103.84415,,,
00254b30e02ed4d41199537b1a0786921a4,Clogs 3D Floor Sticker,0,[],"Sago Street,, 059014",1.28218,103.84415,,,
0027180c4272e5245f194b0b1b63c742b68,Bak Kut Teh 3D Floor Sticker,4.3,[],"Pagoda Street,, 059207",1.28218,103.84415,,,
002659b555c365b4b05a4230c8768d09e73,Siang Cho Keong Temple ä»ç¥å®?4.4,[],"66 Amoy Street,, 069886",1.28218,103.84415,,,,
0029db7357696fb47bd8ebf7fd882969b36,CABLE CAR SKY DINING,4.3,[],99203,1.2711456,103.8195228,77-170,170,77
0020e2a4e1ead3446e0b3116c98f4de97c9,Sri Layan Sithi Vinayagar Temple,4.8,[],"73 Keong Saik Road,, 089167",1.28218,103.84415,,,
0028ee25a8331b94c9a8b5747d10f3b0c31,Sri Mariamman Temple,4.5,[],"244 South Bridge Road,, 058793",1.28218,103.84415,,,
002fbda1a49940644e09e39e55389c381f0,Thian Hock Keng Temple å¤©ç¦å®?4.4,[],"158 Telok Ayer Street,, 068613",1.28218,103.84415,,,,
0026804d48e76b64d48b64a749531b1d3f9,Singapore Musical Box Museum,4.6,[],"168 Telok Ayer Street,, 068619",1.28218,103.84415,,,
002b074cfbf47a041ec8039401375854775,Baba House,4.3,[],"157 Neil Road,, 088883",1.28218,103.84415,,,
002c327df2cb79a412fad60909aff7475b0,Buddha Tooth Relic Temple &#038; Museum ä½çå¯?4.6,[],"288 South Bridge Road,, 058840",1.28218,103.84415,,,,
00250128dd616b249b9a418d5ebb888488f,Al-Abrar Mosque,4.6,[],"192 Telok Ayer Street,, 068635",1.28218,103.84415,,,
0027b5a24eff3c3439db290770bb373af8f,Cundhi Gong æºæå®?4.5,[],"13 Keong Siak Road,, 089120",1.28218,103.84415,,,,
00294fea625ff1b4963b90aa16d8e1de80c,Temple of Heavenly Jade Emperor æ°å å¡ççå®«,4.5,[],"150 Telok Ayer Street,, 068608",1.28218,103.84415,,,
00289d657032ac242e2938d7d63dc98bd6d,Thian Hock Keng Temple Mural,4.4,[],"158 Telok Ayer Street,, 068613",1.28218,103.84415,,,
002f92fb249ed0247b58e38d887fb256652,Mid Autumn Festival Mural,5,[],"83 Pagoda Street,, 059432",1.28218,103.84415,,,
00216fa0c1afa604953b6a6ee4860ace5c1,Cantonese Opera Mural,0,[],"5 Temple Street,, 058556",1.28218,103.84415,,,
00253568e5515c44a3d9490b91a674fff96,Letter Writer Mural,4.3,[],"New Bridge Centre,, 336 Smith Street,, 050336",1.28218,103.84415,,,
00248b96c7becda4d699838867dfb7bb0b4,Old Trades Mural,0,[],"3 Mohammed Ali Lane,, 068980",1.28218,103.84415,,,
0020643fe83ef5d4a458a20b4a1c88f1420,Bruce Lee Mural,0,[],"Chinatown Complex,, 335 Smith Street,, 050335",1.28218,103.84415,,,
00254b07c36495a4bf08903cec8e49ba9da,Samsui Art Mural,3.7,[],"Chinatown Complex,, 335 Smith Street,, 050335",1.28218,103.84415,,,
002fa8d484d44ac4969854aa708e1da2861,Bullock Cart &#038; Chinatown Scenes &#038;  Murals,0,[],"Trengganu Street,, 058467",1.28218,103.84415,,,
002b3476e3ca96c415e8851fb8c2cc477ee,Porcelain Mural,4.7,[],"48 Mosque Street,, 059526",1.28218,103.84415,,,
0026633326045ba423fb0c3daf7b4865c84,The Path Mural by Tom Civil,0,[],"Chinatown Complex,, 335 Smith Street,, 050335",1.28218,103.84415,,,
002bbb1eacbc9f949df9938b85766459fee,Dragon Mural @ Amoy Alley,5,[],"116 Gemmill Lane,, 069935",1.28218,103.84415,,,
0023188de2f4ba84d73bb91367e7a6b3b8e,Floral Mural by Ripple Root,0,[],"The Working Capitol Building (next to LOLOKU),, 1 Keong Saik Road,, 089111",1.28218,103.84415,,,
002ed4f67d549974954807008bbc33ab7a5,The Projector,4.6,"{'openTime': '13:00', 'closeTime': '20:30'}","#05-00, Golden Mile Tower, 6001 Beach Road, 199589",1.302044,103.864026,,,
002800efcb032fb4608be50c89e38328def,Kampong Glam Singapore Visitor Centre,4.3,[],"55 Bussorah Street, Singapore 19, 199471",1.301504,103.859414,,,
0021d85ec1579894a83a32131d151907d14,Butterfly Park & Insect Kingdom,4,"{'openTime': '09:30', 'closeTime': '19:00'}","#51, Butterfly Park Sentosa, Imbiah Road, 099702",1.255551,103.817121,Adult $20 Child $16,20,16
002bee9ba3f9b7c46af96765e56ff936e1d,Chinatown Visitor Centre,4.1,"{'openTime': '09:00', 'closeTime': '21:00'}","Banda Street, 059962",1.2816722,103.8438866,,,
0029a8c8c2a826c48809d55f4a23814fb86,Fort Siloso Skywalk,4.5,"{'openTime': '09:00', 'closeTime': '19:00'}",99981,1.258033,103.810782,Free,0,0
0020689d1fa21b046f2b0a1773b3c3c6716,Fort Siloso,4.5,"{'openTime': '10:00', 'closeTime': '18:00'}",99981,1.25915,103.8086221,Free,0,0
00245e716cf2b184669a82e3c32b12a1ecb,CATOPIA CAFE SINGAPORE,4.5,"{'openTime': '10:00', 'closeTime': '20:00'}","##02-00, Dunlop Street, 209375",1.304897,103.853619,$12 ,12,12
002ca301eff58ba47e88fc8090c9418eced,Xcape RPG (Role Play Game) -  Shanghai 1943,4.5,"{'openTime': '11:00', 'closeTime': '23:00'}","#01-161, Bugis Village, 161 Rochor Road, 188436",1.3009188,103.8554098,$42-48,42,42
002533b04f63271445abae1dda13c6fc0bb,Butterfly Park & Insect Kingdom Experience!,4,"{'openTime': '10:00', 'closeTime': '18:00'}","Imbiah Road, 099702",1.2554237,103.8167542,,,
002296e82e51b8d4a768e3303a1e74a81bc,Red Dot Design Museum - A Preview of the Future Exhibition,4.2,"{'openTime': '12:00', 'closeTime': '18:00'}","#01-01, Red Dot Design Museum, Marina Boulevard, 018940",1.280156,103.856305,6.4,6.4,6.4
002d9205d8e5f9447539e4a5d02d28816a0,'THE LITTLE NYONYA EXPERIENCE''  - an in-house tour,4.1,"{'openTime': '10:00', 'closeTime': '17:00'}","#113, Rumah Bebe, 113 East Coast Road, 428803",1.305884,103.90449,To enquire upon booking,,
002387bcd41f6c240a8bf42cc1701bca60b,HeadRock VR Singapore ,4,"{'openTime': '11:00', 'closeTime': '19:00'}","#01-38/39, Waterfront, 26 SENTOSA GATEWAY, 098138",1.257681,103.822222,"Packages : BIG 3 - $35 , BIG 5 - $50 , BIG 7 - $65",65,35
00267c353b5934d43de912f43dff06b876b,Wild Wild Wet,4.4,"{'openTime': '10:00', 'closeTime': '18:00'}","Downtown East, 1 Pasir Ris Close, 519599",1.378947,103.955272,Adult S$24; Child S$18 (Off-Peak); Adult S$32; Child S$24 (Peak); Family (2 Adults & 2 Children) S$78 (Off-Peak) S$102 (Peak),78,102
0029e7fdd562fce465fb6859753d8bd4a1b,Skyline Luge Sentosa,4.6,"{'openTime': '10:00', 'closeTime': '21:30'}","45 Siloso Beach Walk, 099003",1.251944,103.816944,,,
002cd927c0efa794733aa251e10b33faae2,Zero Latency,4.4,"{'openTime': '11:00', 'closeTime': '22:00'}","#03-346/7, Suntec City Mall, 3 Temasek Boulevard, 038983",1.295705,103.859729,(Mon-Thu 11amâ?.30pm) S$48 per pax; (Other timings) S$59 per pax,59,48
0023059bdf2586e4657a9aafbe5650b735f,Universal Studios Singaporeâ?4.6,"{'openTime': '10:00', 'closeTime': '18:00'}","8 Sentosa Gateway, 098269",1.256752,103.820331,Adult S$79; Child S$59; Senior S$41,,,
0028b16de3e400b47738a1096afdf81848a,"Telok Ayer Chinese Methodist Church	",0,"{'openTime': '08:15', 'closeTime': '16:15'}","235 Telok Ayer Street, 068656",1.278458,103.846968,,,
0027a1befbb4e5744179d321b263c970adb,Vintage Camera's Museum,4.5,"{'openTime': '10:30', 'closeTime': '21:30'}","8C & 8D Jalan Kledek, 199263",1.303486,103.858993,"Adult S$20, Child S$15, Senior Citizen S$15",20,15
0022ab5439007434431af0a10a5a343337b,Sentosa Nature Discovery,4.4,"{'openTime': '09:00', 'closeTime': '17:00'}",99702,1.255842,103.817397,Free. For Guided Tours contact us at 1800- SENTOSA (736 8672) or email to nature@sentosa.com.sg,0,0
0028fd8e6b510f3436dbf1e82c85a1ddd8d,Southernmost Point of Continental Asia,4.5,"{'openTime': '00:00', 'closeTime': '23:59'}",98234,1.24815,103.821395,Free,0,0
0025954c0270ae749a3bd4118b7a020a5ea,The Royal Albatross,4.4,"{'openTime': '19:00', 'closeTime': '21:30'}","Royal Albatross Home Berth at Resorts World Sentosa, 8 Sentosa Gateway, 098269",1.258084,103.82118,from $195/$95 (Dinner / Sunday Lunch Cruise) / $125/95 (Breakfast Cruise),95,125
002608703d661c64aa5a5643e5a5ce2331f,"Xcape Singapore - Season 2, Resident Evil & Tomb Raider",4.5,"{'openTime': '11:00', 'closeTime': '11:00'}","#01-161, Bugis Village, Rochor Road, 188436",1.3009188,103.8554098,$22 - $28,28,22
002bc44f6ab83c44c0e978e38435fe929ea,Jewel Changi Airport Mirror Maze,4.7,[],819666,1.3601252,103.9897429,,,
002e98bfce5c27c406498f589d11637eb58,Jewel Changi Airport Canopy Park Discovery Slides,4.6,[],819666,1.3600727,103.9897102,,,
002274279b13d454617ac728a546b10aafd,Jewel Changi Airport Canopy Park Foggy Bowl,4.6,[],819666,1.3600727,103.9897102,,,
002a5e5fd0be4cf4155abb183e3b522f635,Jewel Changi Airport Manulife Sky Nets - Walking,4.7,[],819666,1.3602082,103.9897593,,,
0025f568c30a5a44c809d89cd33f08e5612,Jewel Changi Airport Manulife Sky Nets - Bouncing,4.6,[],819666,1.3600727,103.9897102,,,
0020ab8466ae25540e98e75b90dbd25a4b8,Jewel Changi Airport Hedge Maze,4.7,[],819666,1.3601252,103.9897429,,,
0022987394fd5a24fd4bde23d0a132c4924,Jewel Changi Airport Canopy Bridge,4.6,[],819666,1.3600727,103.9897102,,,
0020a2db66246984a73987ddb6ddb24bbe4,Peranakan Museum,4.3,[],"Peranakan Museum, 39 Armenian Street, 179941",1.2943669,103.8490391,,,
0029e79aa8362784f1facbcc32c760b9220,Digital Light Canvas ,4.4,"{'openTime': '11:30', 'closeTime': '21:00'}","Marina Bay Sands, 018956",1.282302,103.8585308,,,
0029268b5c616f540919a678517b30369be,Sky Park by AJ Hackett Sentosa,4.6,"{'openTime': '11:30', 'closeTime': '19:00'}","Sentosa Island, Siloso Beach Walk, 099011",1.255164,103.813326,From $9,9,9
002d4db02292ccb49e3830a8c771a389a60,Singapore Cable Car ,4.6,"{'openTime': '08:45', 'closeTime': '20:30'}",99203,1.2643953,103.8186359,,,
00244c186520eba4f9abcfce8f5e916701c,Battlebox,4.6,"{'openTime': '10:30', 'closeTime': '16:30'}","Battlebox, 2 Cox Terrace, 179622",1.2961611,103.8461761,Adult: $20; Child: $10 (7 to 12 years old),20,10
0026271c23371bb4aafbf5985bef950172e,Sentosa 4D AdventureLand,4.1,"{'openTime': '13:00', 'closeTime': '18:30'}","Imbiah Lookout Sentosa, 51B Imbiah Road, 099708",1.255355,103.816746,"Adult S$46.90, Child S$33.90 (4-In-1 Combo)",46,33
0023e4bd2eb959d4b94bf5b354ae018e548,MARINA BAY SANDS SKYPARK OBSERVATION DECK,4.6,"{'openTime': '11:30', 'closeTime': '20:00'}","#Lvl-57, Marina Bay Sands Skypark, Bayfront Ave, 018956",1.284666,103.86007,$15.50 ,15,15
00236f03743dbc64b6f975b1b3320f48170,Chinese Heritage Centre,4.3,"{'openTime': '09:30', 'closeTime': '17:00'}","Nanyang Drive, 637721",1.3438215,103.6840788,"Adult: S$4, Student: S$2",4,2
0026f5bd1705dca4950b9f559fa941cc9ab,Chinatown Heritage Centre,4.4,"{'openTime': '09:30', 'closeTime': '18:30'}","Pagoda Street, 059207",1.2835085,103.8443515,"(General admission with multimedia guide) Adult S$18, Child S$14; (General admission with guided tour) Adult S$25, Child S$20. These rates apply to non-tour groups only.",25,14
002be5c1cb38e284f869bf8faaae0f5b208,Gelam Gallery,4.7,"{'openTime': '00:00', 'closeTime': '23:59'}","Muscat Street, 199656",1.3011587,103.859614,,,
0029fbe6c07198945a9923f073d56308bf2,House of Tan Teng Niah,4.3,"{'openTime': '00:00', 'closeTime': '23:59'}","37 Kerbau Road, 219168",1.307089,103.850839,,,
00252c07eb894f24ac89f35cce0dd8901a5,SKYLINE LUGE SENTOSA,4.6,[],"45 Siloso Beach Walk, Sentosa, 099003",1.2549696,103.8173674,Starts from S$24.00 onwards,24,24
0025a9b37ea50e54fc9ad75197f243814d5,Pulau Ubin and Chek Jawa,4.6,"{'openTime': '08:30', 'closeTime': '18:00'}","Chek Jawa Trail. Pulau Ubin, 508378",1.415611,103.98911,One-way boat trip to or from Pulau Ubin S$3,3,3
002603edb91566047babd1a8d851adbcf63,Snow City,3.6,"{'openTime': '10:00', 'closeTime': '18:00'}","Snow City Building, 21 Jurong Town Hall Road, 609433",1.335188,103.735169,"Adult S$21, Child S$17 (1 hour snow play session + 1 hour bumper call ride)",21,17
00283722a29c1114aadacd65f68bcbefcdf,Pororo Park Singapore,4.3,"{'openTime': '11:00', 'closeTime': '19:00'}","#02-29, Marina Square, 6 Raffles Blvd, 039594",1.2913027,103.8577068,,,
0027885c4b5762e47b4a9c6fc3d5f84629d,BOUNCE Singapore,4.3,"{'openTime': '09:00', 'closeTime': '22:00'}","#09-01, Cineleisure Orchard, 8 Grange Road, 239695",1.301527,103.836344,General Admission S$25 per pax; Refer to website for more info on pricing,25,25
0021051b1a1f7e54988a54120624c73fced,Malay Heritage Centre,4.3,"{'openTime': '10:00', 'closeTime': '18:00'}","Sultan Gate, 198501",1.30275,103.8600008,"Free admission for Singapore Citizens and Permanent Residents, 1st caregiver of Persons with Disabilities and visitors aged six and below; Adult S$6, Child & Senior Citizen S$4",6,4
0026c3088bcde7a4df8a2455ac4af00bf38,Singapore Philatelic Museum,4.2,"{'openTime': '10:00', 'closeTime': '19:00'}","Coleman Street, 179807",1.2928447,103.8487025,"Adult: S$8, Child: S$6, Senior Citizen: S$6",8,6
00208ee0e8345334621a3d84266f02bcece,Civil Defence Heritage Gallery At The Central Fire Station,4.4,"{'openTime': '10:00', 'closeTime': '17:00'}","Central Fire Station, Hill Street, 179367",1.2920757,103.8492294,,,
00224a45ad6c5944882be4e4c94cabac701,Abdul Gafoor Mosque,4.6,"{'openTime': '09:00', 'closeTime': '18:00'}","Dunlop Street, 209369",1.3043679,103.8536667,,,
00288c30bf6f7244c46a9f90d5e871c9b93,Sri Mariamman Temple,4.5,"{'openTime': '05:30', 'closeTime': '12:00'}","South Bridge Road, 058793",1.2826847,103.8451304,,,
002cdf4a98a9f9f437b871f2a6028d996fc,Sultan Mosque,4.7,"{'openTime': '10:00', 'closeTime': '12:00'}","Muscat Street, 198833",1.3022424,103.8590348,,,
0026169f66ed69945aaa27331fd7f2ac46f,Sir Stamford Raffles Statue,4.4,"{'openTime': '00:00', 'closeTime': '23:59'}",49859,1.287722,103.850755,,,
002c106bdb317f3468fbaebc013b826378b,ArtScience Museumâ?4.5,[],"6 Bayfront Ave, 018974",1.2862738,103.8592663,,,,
00280af41b7a57742e08930e3ff3f68eb31,Sands SkyPark Observation Deck,4.6,"{'openTime': '09:30', 'closeTime': '22:00'}","10 Bayfront Ave, 018956",1.282302,103.8585308,,,
002ff563af63b1d430cbebeee0071186939,St Josephâs Church,4.3,[],"Victoria Street, 188020",1.2956067,103.8510203,,,
00239841ee105f44f96918acd25a798fcc1,International Baptist Church,4.8,[],"King's Road, 266358",1.317719,103.806276,Free,0,0
00203b4504df2f54e2c9769f1835d0ea584,Singapore Philatelic Museum ,4.2,[],"Coleman Street, 179807",1.2928531,103.8486912,,,
002cc05df5d593a4100903bfba3912e9148,Time Capsule by Singapore Flyer,4.6,"{'openTime': '14:00', 'closeTime': '22:00'}","Singapore Flyer, 30 Raffles Avenue, 039803",1.289298,103.863136,"Adult: $15, Child: $10",15,10
002d701d403a9e64bb39163a464c8faff82,Night Safari,4.2,"{'openTime': '18:30', 'closeTime': '00:00'}","Mandai Lake Road, 729826",1.4021872,103.7880606,"Night Safari: Adult: S$57, Child: S$40 (3 - 12 years old),  Senior Citizen: S$22",57,22
0024691783774a643b19567ab7294808459,"Supertree Observatory, Gardens by the Bay",4.7,"{'openTime': '16:00', 'closeTime': '22:00'}","Supertree Grove, Marina Gardens Drive, 018953",1.281961,103.863905,Adult $8; Child (3-12 yrs old) $5,8,5
002c38e2a1ea61e4f34893b0a6195084b0b,"Cloud Forest, Gardens by the Bay",4.7,"{'openTime': '09:00', 'closeTime': '21:00'}","Marina Gardens Drive, 018953",1.283867,103.866002,$28 for Adult and $15 for Child,28,15
002990557421caf4a2d9abebaae930ba151,"Flower Dome, Gardens by the Bay",4.7,"{'openTime': '09:00', 'closeTime': '21:00'}","Marina Gardens Drive, 018953",1.284629,103.864697,Adult: $28 / Child: $15,28,15
00269e3d35345c84331bf4c28567aaeaa3f,ReDiscovery Cruise,3.8,"{'openTime': '10:00', 'closeTime': '14:00'}","The Royal Albatross, 8 Sentosa Gateway, 098269",1.258897,103.819902,SGD130,130,130
002062e813f8df94b5889a6a6508787869f,Dinner Cruise on The Royal Albatross,4.4,"{'openTime': '09:00', 'closeTime': '18:00'}","8 Sentosa Gateway, Sentosa Island, Singapore 098269, Sentosa Gateway, 098269",1.258897,103.819902,$199 ,199,199
